datacenter_id;datacenter_name;datacenter_storage_energy;storage_id;system;storage_capacity;capacity_used;active_duration;idle_intervals;total_energy_active;total_energy_idle;average_rotation_latency;average_seek_Time;max_internal_data_transfer_rate;idle_power;active_power;files;
3;datacenter;75010.80926411285;55;storage;900000.0;25088.0;126.76433430949349;1.0000071565718924:;735.2331389950623;3.0000214697156773;0.003;0.004;198.0;3.0;5.8;1-4203,4096,20.695589039717103:2-428733,9216,46.54703890160293:1-55884,3072,15.521972732729342:5-32082,512,2.5963516606096473:211227,3072,15.522640241941406:32-240840,3072,15.525000036515094:270742,1024,5.17831145496403:1002257,1024,5.176595412233284:;
3;datacenter;75010.80926411285;56;storage;900000.0;19968.0;100.89918687039972;1.0000071585189974:;585.2152838483183;3.0000214755569923;0.003;0.004;198.0;3.0;5.8;4-146550,2560,12.939964078688874:205517,1024,5.181900516307249:1-55746,3072,15.517953578575714:2-31682,2560,12.939194713992059:303595,3584,18.103144025636187:3-591405,3072,15.518353744128826:2-1002259,1024,5.187035529571942:55656,3072,15.521499113500594:;
3;datacenter;75010.80926411285;57;storage;900000.0;18432.0;93.14445076886024;1.000007179064178:;540.2378144593894;3.0000215371925343;0.003;0.004;198.0;3.0;5.8;1-760114,512,2.5921260287988823:1-572511,2560,12.933869852157162:287438,512,2.600952187518556:270734,1024,5.174208542287652:304504,3584,18.106277067718402:572516,2560,12.941913374268307:303623,3584,18.10506739675646:107821,4096,20.69382599453232:;
3;datacenter;75010.80926411285;58;storage;900000.0;30720.0;155.22189374581598;1.0000071869939293:;900.2869837257326;3.000021560981788;0.003;0.004;198.0;3.0;5.8;878239,1024,5.176766184093817:62837,9216,46.54746390609454:205474,6656,33.624771931376756:303630,3584,18.109288406664046:80969,2048,10.348438044013411:303602,3584,18.11698032830019:304014,3584,18.106869349363244:1-450548,1024,5.177323209082015:;
3;datacenter;75010.80926411285;59;storage;900000.0;18944.0;95.73156269924351;1.0000071954622551:;555.2430636556123;3.000021586386765;0.003;0.004;198.0;3.0;5.8;303772,3584,18.107754538599963:1-146550,512,2.595478385585135:6-240840,3072,15.520892611420606:878249,1024,5.177416205680947:2-285602,512,2.5991475685440006:303949,3584,18.10717755809157:1-55800,3072,15.523853695458065:303936,3584,18.106680394897758:;
3;datacenter;75010.80926411285;60;storage;900000.0;19968.0;100.90231584412405;1.0000072199573375:;585.2334318959194;3.0000216598720124;0.003;0.004;198.0;3.0;5.8;1-269734,1024,5.186876658849073:817791,3072,15.520405714870714:1-55872,3072,15.520788393951953:258923,512,2.5928006122256075:4-32082,2560,12.933697572920654:304233,3584,18.10617851362023:55824,3072,15.52398566346573:2-591393,3072,15.523888914188396:;
3;datacenter;75010.80926411285;61;storage;900000.0;41472.0;209.51217299363037;1.000007275431289:;1215.170603363056;3.000021826293867;0.003;0.004;198.0;3.0;5.8;1002245,1024,5.177452270737201:1-1002257,1024,5.179731445433697:31882,2560,12.93668286363125:305029,3584,18.10300861539855:304303,28160,142.23303064870075:303786,3584,18.108471596580586:2-878241,1024,5.183050918058727:5-841315,512,2.591196731345906:;
3;datacenter;75010.80926411285;62;storage;900000.0;23040.0;116.41841055331972;1.0000073115060444:;675.2267812092545;3.0000219345181334;0.003;0.004;198.0;3.0;5.8;303946,1536,7.76268220936334:1002259,1024,5.177887424448012:5-146550,512,2.5995772073196637:1-817773,3072,15.518649561556314:2-835506,9728,49.13383285933205:1-450550,1024,5.18067563615241:206076,3072,15.52203839069874:4-591405,3072,15.526971074112625:;
3;datacenter;75010.80926411285;63;storage;900000.0;18944.0;95.73688619162182;1.000007355734714:;555.2739399114066;3.000022067204142;0.003;0.004;198.0;3.0;5.8;304567,3584,18.10851052446302:725318,512,2.5914109243155554:304752,3584,18.109218576235172:303870,3584,18.104689878414895:304560,3584,18.113330053584928:1-270740,1024,5.17846508087194:1-80969,2048,10.347345563138743:450550,1024,5.174436995625272:;
3;datacenter;75010.80926411285;64;storage;900000.0;17408.0;119.01512198822499;1.000007412160388:;690.2877075317049;3.000022236481164;0.003;0.004;198.0;3.0;5.8;3-840815,512,2.593770910617659:303710,1536,7.764382386685546:55662,3072,15.519472990405488:55698,3072,15.525754594789008:1-234342,2048,10.356922369280566:1-450552,1024,5.173829268833751:303672,3584,18.107925810336592:2-572521,2560,12.93076074139509:;
